marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
FR	14952	R32VYUWDIB5LKE	0552774294	362925721	The God Delusion	Books	5	0	0	N	Y	a propos de ce livre	je conseille fortement ce bouquin à ceux qui sont intéressé par ce genre de sujets, en plus le prix est vraiment abordable.<br /><br />R. Dawkins au sommet	2013-02-13
FR	14952	R3CCMP4EV6HAVL	B004GJXQ20	268067011	A Game of Thrones (A Song of Ice and Fire, Book 1)	Digital_Ebook_Purchase	5	0	0	N	Y	wow	ce magnifique est livre , les personnages sont hors normes , intrigue totale et absolue , a lire absolument !!	2014-08-03
FR	17564	R14NAE6UGTVTA2	B00GIGGS6A	256731097	Huion H610 PRO	PC	3	1	3	N	Y	Ca fait le job	Je dirais qu'il a un défaut :<br />On ne peut pas totalement programmer les touches du stylet. On peut juste affecter des boutons de la souris. J'aurais aimé que ce soit n'importe quelle touche.<br /><br />Je la trouve très grande mais ça, je m'y ferai.	2015-07-07
FR	18940	R2E7QEWSC6EWFA	B00CW7KK9K	977480037	Withings Pulse - Suivi d'activité + Analyse du sommeil + Fréquence cardiaque, Noir	Sports	4	0	1	N	Y	Fidele a description	Je l'ai depuis quelques jours et j'en suis très heureuse<br />compte bien les pas, bonne synchronisation avec l'appli<br />et facile d'utilisation.	2014-06-16
FR	20315	R26E6I47GQRYKR	B002L6SKIK	827187473	Prometheus	Video DVD	2	3	5	N	N	décevant	je m'attendait à un bon film, car j'aime beaucoup le réalisateur, mais j'ai été très déçu: il n'y a pas beaucoup d'action n'y de suspens<br />Je trouve le film trop long pour le peu à dire... dommage	2013-06-10
FR	20842	R1RJMTSNCKB9LP	B00004YLIU	678427290	Kid A	Music	2	0	0	N	Y	10'	Ne disait pas sur l'annonce que c'était un 10', seulement Vinyl Album. J'était vraiment deçu, mais pour des raisons personneles n'était pas possible  de changer.	2013-04-15
FR	20913	R2P2XF84YELQBZ	B00AYHK7RU	108403123	The Next Day	Music	5	0	3	N	Y	the next day	du bon bowie,tr&egrave;s bon meme parfois.esperons que nous aurons &#34;the next time&#34;.A poss&eacute;der quand on aime le genre,ce qui est mon<br />cas!!!	2013-06-07
FR	21490	RJKULSX2Y5R07	B00CJ3V5UK	252503117	G.I. Joe 2 : Conspiration [Combo Blu-ray + DVD]	Video DVD	5	0	0	N	Y	tres bon film	très bon film beaucoup d'action l'image est le son sublime a visionner d'urgence je préfère ce deuxième volet personnellement tres bon moment passer	2014-11-07
FR	24196	R3UYE0U7SQCI8Q	B000FUM0TE	48021829	Amistad	Video DVD	5	2	3	N	Y	Excellent	Un sujet délicat mais parfaitement traité avec beaucoup d'intelligence. Un sujet de réflexion à méditer. De plus, les acteurs choisis sont très crédibles dans leur rôle. A voir et à revoir et surtout à conserver. Le produit m'est arrivé en parfait état. Merci au vendeur.	2012-11-16
FR	24196	R1TKJ7XFS3RDEB	B000UMXCTY	181554537	The Collection (Coffret 5 CD + 1 DVD)	Music	5	0	1	N	Y	C'est parfait	Un coffret d'un duo culte que les DVD nous permettent de faire revivre. Nous allons pouvoir vibrer à nouveau aux sons de ces voix et de ces mélodies magiques!	2013-04-23
FR	24196	R3S9JNS21QDBXP	B0044JV1K6	386772628	Braddock - Missing in action 3 [Import anglais]	Video DVD	5	0	2	N	Y	Excellent achat.	Un grand classique dans ce genre de films, mais un des plus réussis là où d'autres sont passés à côté. Rien n'y manque c'est parfait.	2013-08-02
FR	24196	R2Y4O06QMOGHD0	2226249672	753674225	Au revoir là-haut - Prix Goncourt 2013	Books	5	2	3	N	Y	Excellent achat	Livre offert pour un anniversaire et qui a énormément plu! Il faut ajouter que cet ami est un passionné de tout ce qui touche à la &#34;Grande Guerre&#34;...	2013-10-03
FR	24196	R3PS3P7G1ZT57W	B000A3IF8G	757843869	The Essential Michael Jackson	Music	5	0	0	N	Y	Excellent achat	Un artiste inoubliable.... Ce CD en est le témoin moi qui avais quelque peu oublié tant de &#34;tubes&#34; inoubliables pourtant...	2014-08-21
FR	24207	R1NFWFM2WWRWPM	B00B4VI8MQ	351620851	Epic Adventures: Cursed Onboard	Mobile_Apps	5	0	0	N	Y	jeux	Trop cool ce jeux est super cool mais comme tous le monde la dit il est trop court<br />Mais il y a de l'intrigue et sa on en trouve pas dans tous les jeux.	2014-01-31
FR	24207	R3QRIH5CXCXMEL	B00CW6DAKC	87169065	Super Ferme Mini	Mobile_Apps	4	4	6	N	Y	ajouter	Ajouter moi &agrave; cette ID<br />FAWVLGR  s' il vous plait<br /><br />Ce jeu est super mais c' est chiant car il faut toujours des CR sinon il est assez bien dans l' ensemble mais &agrave; chaque niveau passer il faudrait avoir au moins 2 CR .	2014-07-29
FR	24629	RBCSM1KTYH6FX	B0031ES8P6	724566333	Ty - Ty40819 - Peluche - Hello Kitty - Tartan Rose - 15 Cm	Toys	4	0	0	N	Y	Très bien	Bonne idée de cadeau ( qui a plu, pour ma part ) assez douce, mais le tissu de la robe s’abîme assez vite en dessous.	2014-01-13
FR	24844	R2BIWHFIS7X808	B007AR7OGE	414300413	First lady of song compilation	Music	5	3	4	N	Y	Great	Just great complination, there are 48 cds inside and quality is perfect. Also there is a booklet which writes songnames per CD.	2012-12-17
FR	25935	R2VGNSD09UEW5T	B00XO12REY	271191040	The Monsanto Years	Music	1	1	9	N	Y	commentaire sur Monsanto years	Pas beaucoup de subtilité mélodique , on est sur des tempos tres rustiques sans grand interet , onest loin du Grand Neil Young de psychédélique pill	2015-07-21
FR	26425	RTGC85CCO9EMU	B007ZMHBBM	893659638	Checkerboard Lounge : Live Chicago 1981 [(+CD)]	Video DVD	5	0	0	N	Y	Muddy Waters	Superbe session en comité restreint durant laquelle les musicos se lachent !<br />Le blues et le jazz sont les seuls styles musicaux qui peuvent permettre un jeu palpitant entre des joueurs qui n'ont jamais répété ensemble.	2012-11-22
FR	26552	R128Q27ZKTLGJ1	0446310786	994527755	To Kill a Mockingbird	Books	5	0	0	N	Y	Beautiful!	I know it's a classic but really it is a marvellous book! Read it!!!!! Very well written, smart, funny, sometimes sad... beautiful	2015-01-19
FR	26552	R35CGHFIHGVQQM	B00D1VKZ3M	16141818	Bridget Jones: Mad About the Boy	Digital_Ebook_Purchase	2	2	2	N	Y	What a disapointment...	Waiting for so long to get a sequel of Bridget Jones' adventures to read this...<br />That was a profound disappointment for me...<br />I don't want to spoil the book so if you didn't read it don't read the following:<br />First Of All, Bridget is a widow.... Whaaaaaat? This made the book so sad, whatever good could happen to Bridget, nothing could outpass the death of Marc Darcy... Which, to me made me feel very very dad...<br />It's a bunch of encounters not really digged enough, how can we emphasize if we don't like, nor even know the characters around her? This book made me feel sad, that's pretty much it.. Dealing with the loss of a husband, raising a family on your own, worrying about finding the right one in your fifties... I'm not saying is book is bad, but it's not what I had in mind for the sequel of Bridget Jones... I would have imagine something lighter...<br />Plus, despite of her 20 years older, Bridget doesn't seem to be that mature... I can't count the number of times the word &#34;fart&#34; appears in the book...<br />So yeah it's readable, but definitely not master piece... I think Bridget deserved better...	2015-01-22
FR	28091	RP2T2TPN9Y5MW	B00649LT06	992326428	Avengers [Blu-ray]	Video DVD	4	1	2	N	Y	Excellent	Produit commandé figurant dans une liste de Noel, l'envoi a été d'une rapidité étonnante, dans un emballage soigné, tout était rangé bien comme il faut, ne laissant pas un seul produit se &#34;ballader&#34; dans le colis (contrairement aux pratiques d'un autre site reconnu d'E-Commerce dont je tairais ici le nom).	2013-03-16
FR	28091	R3J10C10DSJARQ	B005SODYGA	539923046	Made In Germany 1995 - 2011 - Édition Deluxe Limitée (2 CD)	Music	4	0	1	N	Y	Top	Produit commandé figurant dans une liste de Noel, l'envoi a été d'une rapidité étonnante, dans un emballage soigné, tout était rangé bien comme il faut, ne laissant pas un seul produit se &#34;ballader&#34; dans le colis (contrairement aux pratiques d'un autre site reconnu d'E-Commerce dont je tairais ici le nom).	2013-03-16
FR	28091	R1N4WBVI1KJSPQ	B007K60MQY	251269761	Battleship	Video DVD	4	0	1	N	Y	Envoi parfait	Produit commandé figurant dans une liste de Noel, l'envoi a été d'une rapidité étonnante, dans un emballage soigné, tout était rangé bien comme il faut, ne laissant pas un seul produit se &#34;ballader&#34; dans le colis (contrairement aux pratiques d'un autre site reconnu d'E-Commerce dont je tairais ici le nom).	2013-03-16
FR	28104	R3SCHUSHNWIAXL	B00785P2QC	162354237	Virtual City Playground®: Building Tycoon	Mobile_Apps	5	3	4	N	Y	bravo	Super jeux de pour les enfants vraiment vraiment vraiment vraiment vraiment vraiment vraiment vraiment vraiment vraiment vraiment vraiment vraiment vraiment super	2013-01-20
FR	28104	R2XMPVUFJ6AB3S	B00CSR2J9I	690824381	Hill Climb Racing	Mobile_Apps	5	11	15	N	Y	bien mais ....	Alors il est vraiment tres bien mais ca fait 3 mois que j'attend les mise a jour parce que mon frere les a sur son Lg donc sa sorait dommage de pas les mettres	2013-11-29
FR	28143	RKLDQ1WDGP3R3	B00005LANG	698862122	Exodus	Music	4	1	3	N	Y	Un CD de référence	Un CD de référence. Toujours autant d'émotions à l'écouter sur une très bonne chaine Hi-fi de préférence. Un des meilleurs albums de Bob Marley.	2013-01-21
FR	28189	R1CL34PXJLRCWF	B00HDEEQ92	803981632	Le Hobbit - La désolation de Smaug - DVD + DIGITAL Ultraviolet [DVD]	Video DVD	5	0	1	N	Y	genial	film super pour les fidèles de la serie le seigneur des anneaux pas déçue a voir et a revoir sans se lasser	2014-10-07
FR	28448	R3L6J8KA59DRLS	B00B0ID7D8	912727710	LEGO Calendriers de l'Avent - 41016 - Jeu de Construction - LEGO Friends	Toys	2	0	1	N	Y	erreur de ma part	J'ai fait l'erreur d'acheter ce calendrier pour une petite fille de 3 ans. Elle n'a pas du tout été intéressée, les objets sont très très petits, et les explications de montage très peu explicites,  nous avons donc tout rangé pour lui redonner dans 2, 3 ans.<br />Mais pour des fillettes plus âgées qui ont déjà des legos celà doit compléter des séries.	2014-01-24
FR	28465	R2I1383CZ4QBZZ	B00004VXU0	735114749	The Big Lebowski	Video DVD	3	1	4	N	Y	The Big Lebowski	Je n'ai pas encore vu ce film, cependant j'adooore les films des frères Cohen, on est rarement déçu et celui-ci avait une bonne critique.	2015-04-13
FR	28465	R2PAKHGCISL38C	B00005UMYC	514940909	O'Brother	Video DVD	5	0	0	N	Y	Film : O' Brother	Très, très bien.C'est excellent. Il y a de l'humour, de l'action, tout ce qu'il faut. Il faut dire que je suis &#34;fan&#34; des films des frères Coen,&#34;Blood Simple&#34;, No Country For Old Men&#34;, &#34;O'Brother&#34; , True Grit etc C'est parfait.	2015-05-24
FR	28557	R1MFYKS6CI4RHP	B001I45M5A	63233157	James Bond : Quantum of Solace [Blu-ray]	Video DVD	4	0	0	N	Y	Sympa	Un 007 moins impressionnant mais qui fait son effet<br />Il reste néanmoins le moins bien des 3 Jales Bond avec Craig !	2014-11-17
FR	28692	R1BSSQ563EWKNN	0006486118	586496321	A Song of Ice and Fire, Tome 5 : A Dance With Dragons	Books	5	0	0	N	Y	Excellent book and price !	Le meilleur de la série pour l'instant. Le lire en anglais est également une nouveauté pour moi, tant au niveau du prix que de la justesse des termes.	2013-09-24
FR	28700	RSOWF1UJJVMVI	B00I7VMIC2	551407899	True Detective - Saison 1	Video DVD	5	1	1	N	Y	une série d'une qualité exceptionnelle	J'ai regardé les épisodes sur trois soirées, pressée d'allumer mon écran pour pour poursuivre avec les acteurs, absolument excellents, cette histoire glauque mais envoûtante. Une série d'une qualité rare où tout est à la hauteur : la bande son, la photo, les dialogues, le jeu des acteurs qui sont tous deux au sommet de leur art. Un évènement à ne surtout pas rater que vous pouvez acheter les yeux fermés : magnifique !!!	2014-07-06
FR	28767	RWXLJO3VLC7Z6	B00170MYIS	698997951	Sony NP-FG1 Batterie Infolithium Photo Rechargeable Type G	Camera	4	0	0	N	Y	Sony NP-FG1 Batterie Infolithium Photo DSC-H55 / DSC-HX5V / DCS-WX1-...     Sony NP-FG1 Batterie Infolithium Photo DSC-H55 /	J'aime l'indication de la charge restante, même avec une variable &#34;temps&#34; qui n'est pas représentative du nombre des clichés possibles.	2012-12-03
FR	29019	R2ZNPOPXQWHYYF	0316225932	719455430	The Burning Room	Books	4	0	0	N	Y	"The Burning Room", du Connelly...	Comme signalé en chapeau, c'est du Michael Connelly pur jus ! Toujours alerte, bien écrit, bien construit et vous maintenant en \\"suspense\\".  Un regret : la fin. Un peu en \\"queue de poisson\\", en pirouette. Un peu hâtive, comme si l'auteur voulait signifier... qu'il y avait/aurait une suite ?  Nous verrons...	2015-04-28
FR	29042	R1L9V8TG9GSZJ2	B008SOJQVE	244062959	The Connection	Music	5	0	0	N	Y	Génial	Certes différent de ce qu'ils ont fait avant cet album est quand même l'un des meilleurs à mon gout, et le mélange un peu électro donne une certaine fraicheur à leurs chansons	2013-11-25
FR	29814	R1BGYE8CHSB1EV	B004SKHJF2	607102684	Shazam Encore	Mobile_Apps	5	0	0	N	Y	excellent	vraiment super application, celle qui me sert tous les jours, a prendre les yeux fermer...<br />sa a reconnu tous ce que je lui ai fait ecouter	2013-11-10
FR	30140	R1PXCTMOUBVMTC	B00B3SSS02	410083580	Sony BDP-S1100B.EC1 Lecteur DVD Blu Ray HDMI Port USB Noir	Home Entertainment	5	8	8	N	Y	Parfait !!!!	Ce lecteur Blu-Ray remplit parfaitement ses fonctions, c'est à dire lire des blurays et des DVD( ce qui se fait sans problème), de plus le port U.S.B. permet de lire des périphériques en NTFS et FAT32(Je n'ai pas essayé pour les autres formats) et lis aussi bien des formats .avi que .mkv ce que peu arrive à faire aussi bien que celui-là.<br />Par-contre le lecteur n'est pas fourni avec un câble HDMI mais on est prévenu à l'avance mais pour ma part le cable HDMI commandé pour ce lecteur Blu-Ray n'a pas fonctionné( il s'agit du câble LCS - ORION - 2M - Câble HDMI 1.4 - PROFESSIONNEL mais le problème venait du câble et non de l'appareil donc acheter sans crainte.<br />Comme toujours j'ai été livré très rapidement par Amazon donc bravo à Amazon et à Sony.	2013-10-31
FR	31333	RV8M4UJ8JJ6SB	B00FK4Y0Z2	126004443	Gravity - Oscar® 2014 du Meilleur Réalisateur - Blu-Ray 3D + Blu-ray + DVD + Digital Ultraviolet (Ultimate Edition) [Ultimate Edition - Blu-ray 3D + Blu-ray + DVD + Copie digitale]	Video DVD	3	5	11	N	Y	Pas exeptionelle.	L'histoire et sans plus, mes amis me l'ont recommandé, je suis presque déçu d'avoir commandé ce film. Gravity étaient faits pour avoir une super qualité 3D moi j'en ai pas pris plein les yeux... C'est comme sa je connais quelques films dont la 3D est super mais pour Gravity vraiment pas terrible. je rajouterais que la qualité de la jaquette est médiocre (Carton) Pourquoi ne pas avoir faits une super jaquette qui envoie du steak ! :) en conclusion : film réservé exclusivement pour nos salles cinéma pour LA sans prendre plein les yeux. (^_^)	2014-02-27
FR	31333	R19KY41Q3UPCW0	B004I85CY4	283760508	Jean-Michel Cousteau 3d Film Trilogy [Blu-ray] [Import anglais]	Video DVD	5	0	0	N	Y	Jean-michel Cousteau	C'est magnifique le rendu est super ! j'ai vraiment adoré. Blu-ray en français contrairement à certains commentaires qui disent que c'est dommage qui soit en Anglais faut savoir juste le mettre ce n'est pas compliquer c'est au début du reportage...	2014-06-17
FR	31333	R1OS6CM8GL94ZX	B00KCY6576	763997717	PIRANHA 2 3D [Blu-ray 3D+2D] [Blu-ray 3D]	Video DVD	4	0	1	N	Y	piranha 2	J'ai bien aimé, toujours avec de jolie fille :), les piranhas son encore plus sadique que dans le premier. aucun regret pour mon achat, merci au commerçant et a amazon.	2014-09-24
FR	31588	R3ATZZEX6PYF2K	B0007KS7D0	799437768	Raynox DCR-150 Bonnette macro	Camera	3	0	0	N	Y	Pas mal mais...	Fonctionne bien mais il est dommage que le diamètre mini ne soit pas mentionné. La lentille s'adapte avec un diamètre mini.	2014-09-09
FR	31630	R3BKDISZPXVGNW	B0097BY3K6	942011865	Music	Music	4	1	1	N	Y	Bon album	C'est un bon album, mais je préfère le précédent &#34;MUSIC&#34; qui m'avait de découvrir cet artiste.<br />J’attends le prochain album.	2013-01-18
FR	31660	R1S5YMCBQTA8C2	B00008QSA5	292567335	Super Session + Bonus Track [Import allemand]	Music	5	0	3	N	Y	un peu déçu....	pour ce cd et tous les dvd , c'est parfait SAUF pour le cd EROS de Eros Ramazotti<br />c'était marqué neuf et je reçois un cd d'occasion au prix d'un neuf !!!	2013-05-04
FR	32494	R20RF32ZCTMRR3	B00CPZ7DBW	788907793	Jump Birdy Jump	Mobile_Apps	5	2	2	N	N	Super	Jeu très bien conçu, les enfants adorent. Et les grands aussi. On se prend facilement au jeu et on a du mal à décoller.	2014-06-16
FR	32799	R1X70SYYE2M5GK	B008U6R9B4	180860858	Batman - La trilogie - Batman begins, The Dark Knight - The Dark Knight Rises - 5 Blu-ray + 1 livret	Video DVD	5	0	0	N	Y	Batman	Une des meilleures adaptations de Batman. Plus réaliste, plus intime que les autres. Du grand art! ! A voir et à revoir :)	2013-03-31
FR	32799	R1S85Q8CORB1AP	B000VPNK9M	231461709	Shooter - Tireur d'élite [Blu-ray]	Video DVD	4	2	2	N	N	Cadeau	J'ai offert ce blu ray à mon copain qui adore ce film. La qualité est superbe, et le film vraiment sympa!	2013-03-31
FR	32799	R1I34RKB2COZ8S	B008YISMLY	494115014	Peter Pan [Blu-ray]	Video DVD	5	0	0	N	Y	Peter Pan	Un grand classique Disney de retour en blu ray ! L'image est magnifique, un plaisir pour les grands et les petits!	2013-03-31
